id	label	namespace	icon	source
minecraft:nautilus_shell	Nautilus Shell	minecraft	launcher-assets\item-icons\minecraft\nautilus_shell.png	1.20.1.jar
minecraft:oak_stairs	Oak Stairs	minecraft		1.20.1.jar
minecraft:name_tag	Name Tag	minecraft	launcher-assets\item-icons\minecraft\name_tag.png	1.20.1.jar
minecraft:pink_glazed_terracotta	Pink Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\pink_glazed_terracotta.png	1.20.1.jar
minecraft:filled_map	Map	minecraft	launcher-assets\item-icons\minecraft\filled_map.png	1.20.1.jar
minecolonies:floodedfarmland	Flooded Soil	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
domum_ornamentum:framed_light	Framed Light	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:diamond_ore	Diamond Ore	minecraft	launcher-assets\item-icons\minecraft\diamond_ore.png	1.20.1.jar
minecraft:end_stone_brick_wall	End Stone Brick Wall	minecraft		1.20.1.jar
minecolonies:borscht	Borscht	minecolonies	launcher-assets\item-icons\minecolonies\borscht.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:emerald_block	Block of Emerald	minecraft	launcher-assets\item-icons\minecraft\emerald_block.png	1.20.1.jar
mca:light_gray_spruce_crib	Berço de Abeto Cinza Claro	mca	launcher-assets\item-icons\mca\light_gray_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:bubble_coral_fan	Bubble Coral Fan	minecraft	launcher-assets\item-icons\minecraft\bubble_coral_fan.png	1.20.1.jar
mca:red_crimson_crib	Berço de Carmesim Vermelho	mca	launcher-assets\item-icons\mca\red_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:light_blue_acacia_crib	Berço de Acácia Azul Claro	mca	launcher-assets\item-icons\mca\light_blue_acacia_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:nether_brick	Nether Brick	minecraft	launcher-assets\item-icons\minecraft\nether_brick.png	1.20.1.jar
minecolonies:durum	Durum Wheat	minecolonies	launcher-assets\item-icons\minecolonies\durum.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:yellow_dye	Yellow Dye	minecraft	launcher-assets\item-icons\minecraft\yellow_dye.png	1.20.1.jar
mca:brown_bamboo_crib	Berço de Bambu Marrom	mca	launcher-assets\item-icons\mca\brown_bamboo_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockhutcombatacademy	Combat Academy	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:granite_stairs	Granite Stairs	minecraft		1.20.1.jar
minecolonies:blockhutwarehouse	Warehouse	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:deepslate_brick_wall	Deepslate Brick Wall	minecraft		1.20.1.jar
mca:magenta_crimson_crib	Berço de Carmesim Magenta	mca	launcher-assets\item-icons\mca\magenta_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:light_blue_warped_crib	Berço Distorcido Azul Claro	mca	launcher-assets\item-icons\mca\light_blue_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:firework_rocket	Firework Rocket	minecraft	launcher-assets\item-icons\minecraft\firework_rocket.png	1.20.1.jar
minecraft:brick_slab	Brick Slab	minecraft		1.20.1.jar
minecraft:goat_spawn_egg	Goat Spawn Egg	minecraft		1.20.1.jar
minecraft:azalea	Azalea	minecraft		1.20.1.jar
minecraft:horn_coral_block	Horn Coral Block	minecraft	launcher-assets\item-icons\minecraft\horn_coral_block.png	1.20.1.jar
minecraft:hopper_minecart	Minecart with Hopper	minecraft	launcher-assets\item-icons\minecraft\hopper_minecart.png	1.20.1.jar
minecraft:spruce_planks	Spruce Planks	minecraft	launcher-assets\item-icons\minecraft\spruce_planks.png	1.20.1.jar
minecraft:birch_pressure_plate	Birch Pressure Plate	minecraft		1.20.1.jar
mca:villager_tracker_27	Villager Tracker 27	mca	launcher-assets\item-icons\mca\villager_tracker_27.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:cyan_glazed_terracotta	Cyan Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\cyan_glazed_terracotta.png	1.20.1.jar
minecraft:black_candle	Black Candle	minecraft	launcher-assets\item-icons\minecraft\black_candle.png	1.20.1.jar
minecraft:magenta_stained_glass	Magenta Stained Glass	minecraft	launcher-assets\item-icons\minecraft\magenta_stained_glass.png	1.20.1.jar
minecraft:phantom_membrane	Phantom Membrane	minecraft	launcher-assets\item-icons\minecraft\phantom_membrane.png	1.20.1.jar
minecraft:yellow_shulker_box	Yellow Shulker Box	minecraft	launcher-assets\item-icons\minecraft\yellow_shulker_box.png	1.20.1.jar
minecolonies:supplychestdeployer	Supply Ship	minecolonies	launcher-assets\item-icons\minecolonies\supplychestdeployer.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:dirt	Dirt	minecraft	launcher-assets\item-icons\minecraft\dirt.png	1.20.1.jar
minecraft:chorus_flower	Chorus Flower	minecraft	launcher-assets\item-icons\minecraft\chorus_flower.png	1.20.1.jar
minecraft:granite	Granite	minecraft	launcher-assets\item-icons\minecraft\granite.png	1.20.1.jar
minecraft:red_nether_bricks	Red Nether Bricks	minecraft	launcher-assets\item-icons\minecraft\red_nether_bricks.png	1.20.1.jar
minecraft:deepslate_brick_slab	Deepslate Brick Slab	minecraft		1.20.1.jar
minecraft:golden_pickaxe	Golden Pickaxe	minecraft	launcher-assets\item-icons\minecraft\golden_pickaxe.png	1.20.1.jar
minecraft:fire_coral_fan	Fire Coral Fan	minecraft	launcher-assets\item-icons\minecraft\fire_coral_fan.png	1.20.1.jar
minecraft:eye_armor_trim_smithing_template	Eye Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\eye_armor_trim_smithing_template.png	1.20.1.jar
minecolonies:amazonegg	Amazon Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:crying_obsidian	Crying Obsidian	minecraft	launcher-assets\item-icons\minecraft\crying_obsidian.png	1.20.1.jar
minecraft:crimson_fence_gate	Crimson Fence Gate	minecraft		1.20.1.jar
minecraft:dirt_path	Dirt Path	minecraft		1.20.1.jar
mca:wall_headstone	Lápide de parede	mca		minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:prismarine_stairs	Prismarine Stairs	minecraft		1.20.1.jar
mca:cobblestone_slanted_headstone	Lápide inclinada de pedregulho	mca	launcher-assets\item-icons\mca\cobblestone_slanted_headstone.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:light_blue_cherry_crib	Berço de Cerejeira Azul Claro	mca	launcher-assets\item-icons\mca\light_blue_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:blue_acacia_crib	Berço de Acácia Azul	mca	launcher-assets\item-icons\mca\blue_acacia_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:black_warped_crib	Berço Distorcido Preto	mca	launcher-assets\item-icons\mca\black_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:mangrove_door	Mangrove Door	minecraft	launcher-assets\item-icons\minecraft\mangrove_door.png	1.20.1.jar
minecraft:red_sandstone_stairs	Red Sandstone Stairs	minecraft		1.20.1.jar
minecraft:stone	Stone	minecraft	launcher-assets\item-icons\minecraft\stone.png	1.20.1.jar
mca:gravelling_headstone	Lápide de chão	mca		minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:black_spruce_crib	Berço de Abeto Preto	mca	launcher-assets\item-icons\mca\black_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:infested_stone	Infested Stone	minecraft		1.20.1.jar
minecraft:pink_concrete	Pink Concrete	minecraft	launcher-assets\item-icons\minecraft\pink_concrete.png	1.20.1.jar
domum_ornamentum:center_light	Center Light	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:stone_stairs	Stone Stairs	minecraft		1.20.1.jar
minecraft:dragon_egg	Dragon Egg	minecraft	launcher-assets\item-icons\minecraft\dragon_egg.png	1.20.1.jar
minecraft:smithing_table	Smithing Table	minecraft		1.20.1.jar
domum_ornamentum:horizontal_plain	Horizontal Plain	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:deepslate_tile_stairs	Deepslate Tile Stairs	minecraft		1.20.1.jar
domum_ornamentum:vanilla_fence_compat	Vanilla Fence Compat	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:tall_grass	Tall Grass	minecraft	launcher-assets\item-icons\minecraft\tall_grass.png	1.20.1.jar
minecraft:frog_spawn_egg	Frog Spawn Egg	minecraft		1.20.1.jar
minecraft:magma_cream	Magma Cream	minecraft	launcher-assets\item-icons\minecraft\magma_cream.png	1.20.1.jar
minecraft:cyan_candle	Cyan Candle	minecraft	launcher-assets\item-icons\minecraft\cyan_candle.png	1.20.1.jar
minecraft:warped_button	Warped Button	minecraft		1.20.1.jar
mca:black_oak_crib	Berço de Carvalho Preto	mca	launcher-assets\item-icons\mca\black_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:light_gray_warped_crib	Berço Distorcido Cinza Claro	mca	launcher-assets\item-icons\mca\light_gray_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:yellow_banner	Yellow Banner	minecraft		1.20.1.jar
minecraft:brick_stairs	Brick Stairs	minecraft		1.20.1.jar
minecraft:rib_armor_trim_smithing_template	Rib Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\rib_armor_trim_smithing_template.png	1.20.1.jar
minecraft:end_stone_brick_stairs	End Stone Brick Stairs	minecraft		1.20.1.jar
minecraft:fox_spawn_egg	Fox Spawn Egg	minecraft		1.20.1.jar
minecraft:birch_stairs	Birch Stairs	minecraft		1.20.1.jar
minecraft:dark_oak_chest_boat	Dark Oak Boat with Chest	minecraft	launcher-assets\item-icons\minecraft\dark_oak_chest_boat.png	1.20.1.jar
minecraft:gray_dye	Gray Dye	minecraft	launcher-assets\item-icons\minecraft\gray_dye.png	1.20.1.jar
domum_ornamentum:vanilla_stairs_compat	Vanilla Stairs Compat	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:bamboo_sign	Bamboo Sign	minecraft	launcher-assets\item-icons\minecraft\bamboo_sign.png	1.20.1.jar
minecraft:mangrove_trapdoor	Mangrove Trapdoor	minecraft	launcher-assets\item-icons\minecraft\mangrove_trapdoor.png	1.20.1.jar
mca:purple_oak_crib	Berço de Carvalho Roxo	mca	launcher-assets\item-icons\mca\purple_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:light_gray_concrete_powder	Light Gray Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\light_gray_concrete_powder.png	1.20.1.jar
minecraft:blue_ice	Blue Ice	minecraft	launcher-assets\item-icons\minecraft\blue_ice.png	1.20.1.jar
minecraft:glowstone	Glowstone	minecraft	launcher-assets\item-icons\minecraft\glowstone.png	1.20.1.jar
minecraft:melon_slice	Melon Slice	minecraft	launcher-assets\item-icons\minecraft\melon_slice.png	1.20.1.jar
minecolonies:spear_in_hand	Spear In Hand	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:fried_rice	Fried Rice	minecolonies	launcher-assets\item-icons\minecolonies\fried_rice.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:polished_blackstone_slab	Polished Blackstone Slab	minecraft		1.20.1.jar
minecraft:pink_concrete_powder	Pink Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\pink_concrete_powder.png	1.20.1.jar
minecolonies:mummyegg	Mummy Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
domum_ornamentum:red_brick_extra	Red Brick Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:birch_hanging_sign	Birch Hanging Sign	minecraft	launcher-assets\item-icons\minecraft\birch_hanging_sign.png	1.20.1.jar
minecraft:music_disc_otherside	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_otherside.png	1.20.1.jar
mca:villager_tracker_25	Villager Tracker 25	mca	launcher-assets\item-icons\mca\villager_tracker_25.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:magenta_stained_glass_pane	Magenta Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\magenta_stained_glass_pane.png	1.20.1.jar
minecraft:polished_deepslate_wall	Polished Deepslate Wall	minecraft		1.20.1.jar
minecolonies:plate_armor_helmet	Plate Armor Helmet	minecolonies	launcher-assets\item-icons\minecolonies\plate_armor_helmet.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
domum_ornamentum:vanilla_trapdoors_compat	Vanilla Trapdoors Compat	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:ice	Ice	minecraft	launcher-assets\item-icons\minecraft\ice.png	1.20.1.jar
domum_ornamentum:mossy_cobblestone_extra	Mossy Cobblestone Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:chain	Chain	minecraft	launcher-assets\item-icons\minecraft\chain.png	1.20.1.jar
minecraft:blaze_spawn_egg	Blaze Spawn Egg	minecraft		1.20.1.jar
minecolonies:fish_dinner	Fish Dinner	minecolonies	launcher-assets\item-icons\minecolonies\fish_dinner.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:cyan_wool	Cyan Wool	minecraft	launcher-assets\item-icons\minecraft\cyan_wool.png	1.20.1.jar
minecraft:burn_pottery_sherd	Burn Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\burn_pottery_sherd.png	1.20.1.jar
minecraft:acacia_fence_gate	Acacia Fence Gate	minecraft		1.20.1.jar
minecraft:lily_of_the_valley	Lily of the Valley	minecraft	launcher-assets\item-icons\minecraft\lily_of_the_valley.png	1.20.1.jar
mca:cyan_cherry_crib	Berço de Cerejeira Ciano	mca	launcher-assets\item-icons\mca\cyan_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:dead_bubble_coral	Dead Bubble Coral	minecraft	launcher-assets\item-icons\minecraft\dead_bubble_coral.png	1.20.1.jar
minecraft:mojang_banner_pattern	Banner Pattern	minecraft	launcher-assets\item-icons\minecraft\mojang_banner_pattern.png	1.20.1.jar
minecraft:coast_armor_trim_smithing_template	Coast Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\coast_armor_trim_smithing_template.png	1.20.1.jar
minecraft:firework_star	Firework Star	minecraft	launcher-assets\item-icons\minecraft\firework_star.png	1.20.1.jar
minecraft:diamond_shovel	Diamond Shovel	minecraft	launcher-assets\item-icons\minecraft\diamond_shovel.png	1.20.1.jar
minecolonies:blockhutkitchen	Chef's Kitchen	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:mangrove_stairs	Mangrove Stairs	minecraft		1.20.1.jar
minecraft:prismarine_bricks	Prismarine Bricks	minecraft	launcher-assets\item-icons\minecraft\prismarine_bricks.png	1.20.1.jar
minecraft:deepslate_tiles	Deepslate Tiles	minecraft	launcher-assets\item-icons\minecraft\deepslate_tiles.png	1.20.1.jar
domum_ornamentum:dynamic_timberframe	Dynamic Timberframe	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:chipped_anvil	Chipped Anvil	minecraft		1.20.1.jar
minecraft:prismarine_slab	Prismarine Slab	minecraft		1.20.1.jar
minecraft:cauldron	Cauldron	minecraft	launcher-assets\item-icons\minecraft\cauldron.png	1.20.1.jar
minecraft:leather	Leather	minecraft	launcher-assets\item-icons\minecraft\leather.png	1.20.1.jar
minecraft:fire_coral	Fire Coral	minecraft	launcher-assets\item-icons\minecraft\fire_coral.png	1.20.1.jar
minecraft:torchflower	Torchflower	minecraft	launcher-assets\item-icons\minecraft\torchflower.png	1.20.1.jar
minecraft:sandstone_stairs	Sandstone Stairs	minecraft		1.20.1.jar
minecraft:crimson_fungus	Crimson Fungus	minecraft	launcher-assets\item-icons\minecraft\crimson_fungus.png	1.20.1.jar
minecraft:deepslate_brick_stairs	Deepslate Brick Stairs	minecraft		1.20.1.jar
minecraft:mangrove_boat	Mangrove Boat	minecraft	launcher-assets\item-icons\minecraft\mangrove_boat.png	1.20.1.jar
minecraft:stripped_oak_log	Stripped Oak Log	minecraft	launcher-assets\item-icons\minecraft\stripped_oak_log.png	1.20.1.jar
minecraft:red_carpet	Red Carpet	minecraft		1.20.1.jar
minecraft:mangrove_fence_gate	Mangrove Fence Gate	minecraft		1.20.1.jar
minecolonies:pierogi	Pierogi	minecolonies	launcher-assets\item-icons\minecolonies\pierogi.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:bubble_coral	Bubble Coral	minecraft	launcher-assets\item-icons\minecraft\bubble_coral.png	1.20.1.jar
minecraft:iron_nugget	Iron Nugget	minecraft	launcher-assets\item-icons\minecraft\iron_nugget.png	1.20.1.jar
minecraft:warped_hanging_sign	Warped Hanging Sign	minecraft	launcher-assets\item-icons\minecraft\warped_hanging_sign.png	1.20.1.jar
mca:villager_tracker_22	Villager Tracker 22	mca	launcher-assets\item-icons\mca\villager_tracker_22.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:one_crossed_rl	One Crossed Rl	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
mca:cyan_birch_crib	Berço de Bétula Ciano	mca	launcher-assets\item-icons\mca\cyan_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:shingle_flat_lower	Shingle Flat Lower	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:red_stained_glass	Red Stained Glass	minecraft	launcher-assets\item-icons\minecraft\red_stained_glass.png	1.20.1.jar
minecraft:bamboo_hanging_sign	Bamboo Hanging Sign	minecraft	launcher-assets\item-icons\minecraft\bamboo_hanging_sign.png	1.20.1.jar
minecraft:saddle	Saddle	minecraft	launcher-assets\item-icons\minecraft\saddle.png	1.20.1.jar
minecraft:farmland	Farmland	minecraft	launcher-assets\item-icons\minecraft\farmland.png	1.20.1.jar
minecraft:black_wool	Black Wool	minecraft	launcher-assets\item-icons\minecraft\black_wool.png	1.20.1.jar
mca:white_mangrove_crib	Berço de Mangue Branco	mca	launcher-assets\item-icons\mca\white_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:rabbit_stew	Rabbit Stew	minecraft	launcher-assets\item-icons\minecraft\rabbit_stew.png	1.20.1.jar
domum_ornamentum:crossed_light	Crossed Light	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:handheld_rod	Handheld Rod	minecraft		1.20.1.jar
minecraft:sculk_catalyst	Sculk Catalyst	minecraft		1.20.1.jar
minecraft:music_disc_pigstep	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_pigstep.png	1.20.1.jar
mca:green_mangrove_crib	Berço de Mangue Verde	mca	launcher-assets\item-icons\mca\green_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:lime_dye	Lime Dye	minecraft	launcher-assets\item-icons\minecraft\lime_dye.png	1.20.1.jar
minecraft:netherite_block	Block of Netherite	minecraft	launcher-assets\item-icons\minecraft\netherite_block.png	1.20.1.jar
minecraft:cod_spawn_egg	Cod Spawn Egg	minecraft		1.20.1.jar
mca:purple_cherry_crib	Berço de Cerejeira Roxo	mca	launcher-assets\item-icons\mca\purple_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
structurize:multiblock	Multiblock	structurize		structurize-1.20.1-1.0.812-snapshot.jar
minecraft:diamond_block	Block of Diamond	minecraft	launcher-assets\item-icons\minecraft\diamond_block.png	1.20.1.jar
mca:brown_cherry_crib	Berço de Cerejeira Marrom	mca	launcher-assets\item-icons\mca\brown_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:sandstone_wall	Sandstone Wall	minecraft		1.20.1.jar
minecraft:crimson_hanging_sign	Crimson Hanging Sign	minecraft	launcher-assets\item-icons\minecraft\crimson_hanging_sign.png	1.20.1.jar
mca:blue_crimson_crib	Berço de Carmesim Azul	mca	launcher-assets\item-icons\mca\blue_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:villager_tracker_24	Villager Tracker 24	mca	launcher-assets\item-icons\mca\villager_tracker_24.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:purple_birch_crib	Berço de Bétula Roxo	mca	launcher-assets\item-icons\mca\purple_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
